ID,StationID,Station Name,County,Network,longitude,latitude
502,V13,Tamsui Fishermans Wharf,New Taipei,Tamsui Light Rail,121.4186347,25.18200417
503,476,Beimen,Chiayi City,Alishan Forest Railway,120.4541,23.48856
504,477,Chiayi,Chiayi City,Alishan Forest Railway,120.4411,23.4791
505,478,Lumachan,Chiayi County,Alishan Forest Railway,120.5314,23.50389
506,479,Zhuqi,Chiayi County,Alishan Forest Railway,120.5538,23.5259
507,480,Mululiao,Chiayi County,Alishan Forest Railway,120.6595,23.5044
508,481,Zhangnaoliao,Chiayi County,Alishan Forest Railway,120.6026,23.5329
509,482,Dulishan,Chiayi County,Alishan Forest Railway,120.6075,23.5386
510,483,Liyuanliao,Chiayi County,Alishan Forest Railway,120.6202,23.5422
511,484,Jiaoliping,Chiayi County,Alishan Forest Railway,120.6438,23.5316
512,485,Shuisheliao,Chiayi County,Alishan Forest Railway,120.6595,23.5044
513,486,Fenqihu,Chiayi County,Alishan Forest Railway,120.6951,23.5053
514,487,Duolin,Chiayi County,Alishan Forest Railway,120.7306,23.4985
515,488,Shizilu,Chiayi County,Alishan Forest Railway,120.75475,23.49275
516,489,Pingzhena,Chiayi County,Alishan Forest Railway,120.7802,23.51114
517,490,Erwanping,Chiayi County,Alishan Forest Railway,120.7907,23.50856
518,491,Shenmu,Chiayi County,Alishan Forest Railway,120.8067,23.5192
519,492,Alishan,Chiayi County,Alishan Forest Railway,120.80453,23.5102
